Province_State,Confirmed,Deaths,Daily_Confirmed,Daily_Deaths
Alabama,260359,3776,3531.0,65.0
Alaska,34563,130,761.0,8.0
American Samoa,0,0,0.0,0.0
Arizona,346421,6821,5442.0,82.0
Arkansas,164310,2555,2789.0,33.0
California,1286550,19553,21368.0,143.0
Colorado,247209,3320,6037.0,127.0
Connecticut,126177,5111,4751.0,20.0
Delaware,37456,779,758.0,0.0
Diamond Princess,49,0,0.0,0.0
District of Columbia,22164,692,322.0,2.0
Florida,1029030,18874,10870.0,98.0
Georgia,487978,9648,5839.0,81.0
Grand Princess,103,3,0.0,0.0
Guam,6942,112,22.0,0.0
Hawaii,18484,246,142.0,2.0
Idaho,106455,1014,1721.0,23.0
Illinois,759562,13624,10959.0,227.0
Indiana,359430,6033,8460.0,60.0
Iowa,238724,2603,2565.0,85.0
Kansas,165156,1679,301.0,0.0
Kentucky,190600,2014,3835.0,71.0
Louisiana,244078,6524,2743.0,23.0
Maine,12554,220,346.0,2.0
Maryland,205399,4764,2044.0,49.0
Massachusetts,240907,10874,6675.0,50.0
Michigan,410843,10035,7957.0,193.0
Minnesota,333626,3843,6149.0,92.0
Mississippi,159036,3879,2168.0,28.0
Missouri,316235,4141,4189.0,64.0
Montana,65122,722,782.0,9.0
Nebraska,134710,1159,2180.0,31.0
Nevada,159532,2250,2535.0,48.0
New Hampshire,22993,544,625.0,7.0
New Jersey,350999,17209,4793.0,64.0
New Mexico,102862,1673,1899.0,44.0
New York,674093,34775,9855.0,57.0
North Carolina,377231,5410,5637.0,44.0
North Dakota,81105,983,970.0,11.0
Northern Mariana Islands,106,2,0.0,0.0
Ohio,446849,6753,8921.0,82.0
Oklahoma,204048,1836,1707.0,24.0
Oregon,79293,973,1133.0,20.0
Pennsylvania,392434,10871,11483.0,195.0
Puerto Rico,54105,1155,397.0,11.0
Rhode Island,60722,1400,1717.0,9.0
South Carolina,223063,4466,2228.0,22.0
South Dakota,83348,1033,1145.0,38.0
Tennessee,388252,4781,3967.0,93.0
Texas,1286369,22573,17423.0,238.0
Utah,206165,917,3945.0,11.0
Vermont,4642,75,181.0,1.0
Virgin Islands,1589,23,0.0,0.0
Virginia,244503,4147,2023.0,34.0
Washington,172437,2900,2095.0,50.0
West Virginia,51025,789,1120.0,11.0
Wisconsin,426534,3773,5604.0,70.0
Wyoming,35046,266,555.0,27.0
