Province_State,Confirmed,Deaths,Daily_Confirmed,Daily_Deaths
Alabama,115,0,27.0,0.0
Alaska,15,0,3.0,0.0
Arizona,68,0,23.0,0.0
Arkansas,100,0,38.0,0.0
California,1243,24,234.0,6.0
Colorado,364,5,86.0,0.0
Connecticut,194,4,37.0,1.0
Delaware,39,0,9.0,0.0
Diamond Princess,49,0,2.0,0.0
District of Columbia,71,1,31.0,1.0
Florida,564,11,132.0,2.0
Georgia,485,14,198.0,4.0
Grand Princess,23,1,1.0,0.0
Guam,14,0,2.0,0.0
Hawaii,36,0,21.0,0.0
Idaho,36,0,13.0,0.0
Illinois,585,5,163.0,1.0
Indiana,86,3,27.0,1.0
Iowa,45,0,1.0,0.0
Kansas,48,1,13.0,0.0
Kentucky,64,2,33.0,0.0
Louisiana,537,14,145.0,4.0
Maine,56,0,5.0,0.0
Maryland,149,2,42.0,1.0
Massachusetts,1684,1,387.0,1.0
Michigan,471,3,167.0,1.0
Minnesota,113,0,25.0,0.0
Mississippi,80,1,30.0,0.0
Missouri,79,3,37.0,2.0
Montana,20,0,9.0,0.0
Nebraska,37,0,8.0,0.0
Nevada,161,2,66.0,1.0
New Hampshire,53,0,11.0,0.0
New Jersey,890,16,149.0,3.0
New Mexico,42,0,7.0,0.0
New York,7660,143,3439.0,55.0
North Carolina,208,0,56.0,0.0
North Dakota,26,0,7.0,0.0
Ohio,173,3,54.0,3.0
Oklahoma,49,1,5.0,0.0
Oregon,114,3,26.0,0.0
Pennsylvania,311,1,105.0,0.0
Puerto Rico,14,0,9.0,0.0
Rhode Island,54,0,10.0,0.0
South Carolina,126,3,46.0,2.0
South Dakota,14,1,0.0,0.0
Tennessee,223,1,69.0,1.0
Texas,429,5,125.0,0.0
Utah,95,0,33.0,0.0
Vermont,29,2,7.0,0.0
Virgin Islands,3,0,0.0,0.0
Virginia,123,2,22.0,0.0
Washington,1524,83,150.0,10.0
West Virginia,8,0,6.0,0.0
Wisconsin,219,4,60.0,1.0
Wyoming,21,0,3.0,0.0
