Province_State,Confirmed,Deaths,Daily_Confirmed,Daily_Deaths
Alabama,232506,3457,1798.0,0.0
Alaska,27773,103,549.0,1.0
American Samoa,0,0,0.0,0.0
Arizona,299665,6464,4331.0,7.0
Arkansas,145173,2357,1352.0,20.0
California,1114524,18726,9089.0,54.0
Colorado,198600,2806,3921.0,19.0
Connecticut,101469,4828,0.0,0.0
Delaware,31808,748,487.0,2.0
Diamond Princess,49,0,0.0,0.0
District of Columbia,20151,670,190.0,0.0
Florida,938414,17991,6587.0,61.0
Georgia,449132,9198,2328.0,19.0
Grand Princess,103,3,0.0,0.0
Guam,6452,103,0.0,0.0
Hawaii,17483,233,122.0,2.0
Idaho,91653,849,819.0,2.0
Illinois,656298,12050,10012.0,99.0
Indiana,295357,5305,6174.0,59.0
Iowa,211664,2202,2461.0,11.0
Kansas,137085,1410,19.0,0.0
Kentucky,158100,1787,2192.0,4.0
Louisiana,220192,6260,3483.0,27.0
Maine,10359,176,236.0,2.0
Maryland,182139,4434,2168.0,19.0
Massachusetts,206850,10512,2695.0,24.0
Michigan,329021,8875,0.0,0.0
Minnesota,270157,3297,7205.0,40.0
Mississippi,143180,3676,779.0,19.0
Missouri,277112,3578,4291.0,4.0
Montana,55680,603,1138.0,3.0
Nebraska,114061,909,1032.0,4.0
Nevada,133888,2017,2155.0,6.0
New Hampshire,17637,512,322.0,4.0
New Jersey,306007,16761,3968.0,15.0
New Mexico,81896,1383,2456.0,33.0
New York,596214,34319,5391.0,23.0
North Carolina,336775,5034,4514.0,29.0
North Dakota,72683,846,1143.0,6.0
Northern Mariana Islands,104,2,1.0,0.0
Ohio,351419,5996,8133.0,12.0
Oklahoma,174330,1634,3406.0,10.0
Oregon,65170,820,1502.0,1.0
Pennsylvania,313358,9816,6370.0,41.0
Puerto Rico,47459,1017,1025.0,5.0
Rhode Island,48001,1294,0.0,0.0
South Carolina,206295,4283,1277.0,9.0
South Dakota,73065,819,851.0,42.0
Tennessee,340476,4266,4589.0,55.0
Texas,1153529,21013,9105.0,110.0
Utah,177176,793,3197.0,6.0
Vermont,3629,63,83.0,0.0
Virgin Islands,1504,23,13.0,0.0
Virginia,217796,3938,2117.0,0.0
Washington,141260,2619,0.0,0.0
West Virginia,40478,662,880.0,4.0
Wisconsin,376238,3150,4019.0,7.0
Wyoming,28169,176,759.0,0.0
